,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
948,Abdullah Al Rajhi,731,2014,1957,Al Rajhi bank,founder,finance,new,0,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,self-made finance,2.4,Financial,True,Money Management,not inherited,True,True
949,Barry Diller,731,2014,1986,IAC ,Chairman and Chief Executive Officer,communication,new,72,male,United States,USA,0.0,North America,executive,2.4,Non-Traded Sectors,True,Media,not inherited,True,True
950,Edwin Leong,731,2014,1977,Tai Hung Fai Enterprise,founder,real estate,new,62,male,Hong Kong,HKG,0.0,East Asia,self-made finance,2.4,Financial,True,Real Estate,not inherited,True,True
951,George Argyros,731,2014,1969,Arnel & Affiliates,investor,real estate,new,77,male,United States,USA,0.0,North America,self-made finance,2.4,Financial,True,Real Estate,not inherited,True,True
952,Henry Fong Yun Wah,731,2014,1948,Hip Shing Hong Group,founder,real estate,new,89,male,Hong Kong,HKG,0.0,East Asia,self-made finance,2.4,Financial,True,Real Estate,not inherited,True,True
953,Juan Abello,731,2014,1938,Abello Laboratories,relation,medicals,new,72,male,Spain,ESP,0.0,Europe,inherited,2.4,Financial,True,Diversified financial,father,True,True
954,Ken Fisher,731,2014,1979,Fisher Investments,founder,finance,new,63,male,United States,USA,0.0,North America,self-made finance,2.4,Financial,True,Money Management,not inherited,True,True
955,Kwek Leng Beng,731,2014,1948,Hong Leong Group,relation,finance,new,73,male,Singapore,SGP,0.0,East Asia,inherited,2.4,Financial,True,Diversified financial,father,True,True
956,Lawrence Stroll,731,2014,1981,Michael Kors,chairman,retail,new,54,male,Canada,CAN,0.0,North America,executive,2.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
957,Leszek Czarnecki,731,2014,1996,Getin Holding,founder,finance,new,52,male,Poland,POL,0.0,Europe,self-made finance,2.4,Financial,True,Money Management,not inherited,True,True
958,Louis Le Duff,731,2014,1976,Brioche Doree,founder,service,new,67,male,France,FRA,0.0,Europe,founder non-finance,2.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
959,Ma Jianrong,731,2014,1990,Shenzhou International,relative,raw materials,new,50,male,China,CHN,0.0,East Asia,inherited,2.4,Traded Sectors,True,Consumer,father,True,True
960,Maja Oeri,731,2014,1896,Roche,relative,medicals,new,59,female,Switzerland,CHE,0.0,Europe,inherited,2.4,New Sectors,True,Technology-Medical,father,True,True
961,Manuel Jove,731,2014,1980,Fadesa,founder,real estate,new,72,male,Spain,ESP,0.0,Europe,self-made finance,2.4,Financial,True,Real Estate,not inherited,True,True
962,Mortimer Zuckerman,731,2014,1970,Boston Properties,founder,real estate,new,76,male,United States,USA,0.0,North America,self-made finance,2.4,Financial,True,Real Estate,not inherited,True,True
963,Pankaj Patel,731,2014,1952,Cadila Healthcare,relation,medicals,new,60,male,India,IND,0.0,South Asia,inherited,2.4,New Sectors,True,Technology-Medical,father,True,True
964,Richard Desmond,731,2014,1974,Northern & Shell,founder,communication,new,62,male,United Kingdom,GBR,0.0,Europe,founder non-finance,2.4,Non-Traded Sectors,True,Media,not inherited,True,True
965,Silas Chou,731,2014,1981,Michael Kors,chairman,retail,new,67,male,Hong Kong,HKG,0.0,East Asia,executive,2.4,Traded Sectors,True,Consumer,not inherited,True,True
966,Stephen Lansdown,731,2014,1981,Hargreaves Lansdown,founder,finance,new,61,male,Guernsey,GGY,0.0,Europe,self-made finance,2.4,Financial,True,Money Management,not inherited,True,True
967,Tilman Fertitta,731,2014,1980,Landry's Restaurant,founder,service,aquired,56,male,United States,USA,0.0,North America,founder non-finance,2.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
968,Peter Lim,763,2014,1991,Wilmar International,investor,raw materials,new,60,male,Singapore,SGP,0.0,East Asia,self-made finance,2.4,Financial,True,Diversified financial,not inherited,True,True
969,Alexander Mamut,764,2014,1999,Livejournal,investor,software,new,54,male,Russia,RUS,0.0,Europe,privatized and resources,2.3,Financial,True,Diversified financial,not inherited,True,True
970,Cai Kui,764,2014,1995,Longfor Properties,founder,real estate,new,51,male,China,CHN,0.0,East Asia,self-made finance,2.3,Financial,True,Real Estate,not inherited,True,True
971,Caprotti Bernardo,764,2014,1957,Esselunga,founder,service,new,88,male,Italy,ITA,0.0,Europe,founder non-finance,2.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
972,Chen Fashu,764,2014,2000,Zijin Mining Group,investor,raw materials,new,53,male,China,CHN,0.0,East Asia,self-made finance,2.3,Financial,True,Diversified financial,not inherited,True,True
973,"Clemmie Spangler, Jr.",764,2014,1991,Bank of North Carolina,relation,finance,new,81,male,United States,USA,0.0,North America,inherited,2.3,Financial,True,Diversified financial,father,True,True
974,David Murdock,764,2014,1851,Dole Food Company,Chairman and Chief Executive Officer,service,aquired,90,male,United States,USA,0.0,North America,executive,2.3,Traded Sectors,True,Consumer,not inherited,True,True
975,George Ty,764,2014,1962,Metropolitan Bank and Trust Company,founder,finance,new,81,male,Philippines,PHL,0.0,East Asia,self-made finance,2.3,Financial,True,Money Management,not inherited,True,True
976,Henadiy Boholyubov,764,2014,1992,Privatbank,owner,finance,new,52,male,Ukraine,UKR,0.0,Europe,self-made finance,2.3,Financial,True,Money Management,not inherited,True,True
977,Indu Jain,764,2014,1838,"Bennett, Coleman & Co Ltd.",relation,communication,new,77,female,India,IND,0.0,South Asia,inherited,2.3,Non-Traded Sectors,True,Media,spouse/widow,True,True
978,Jean (Gigi) Pritzker,764,2014,1957,Hyatt,relation,real estate,aquired,52,female,United States,USA,0.0,North America,inherited,2.3,Financial,True,Real Estate,father,True,True
979,Jean Claude Gandur,764,2014,1994,Addax Petroleum,founder,raw materials,new,65,male,Switzerland,CHE,0.0,Europe,privatized and resources,2.3,Resource Related,True,Energy,not inherited,True,True
980,Jia Yueting,764,2014,2000,Leshi Television,founder,entertainment,new,41,male,China,CHN,0.0,East Asia,founder non-finance,2.3,Non-Traded Sectors,True,Media,not inherited,True,True
981,John Whittaker,764,2014,1971,The Peel Group,founder,real estate,aquired,71,male,United Kingdom,GBR,0.0,Europe,self-made finance,2.3,Financial,True,Real Estate,not inherited,True,True
982,Julio Ponce,764,2014,1968,Quimica y Minera de Chile,chairman,raw materials,privatization,68,male,Chile,CHL,0.0,Latin America,privatized and resources,2.3,Traded Sectors,True,Consumer,not inherited,True,True
983,Kenneth Langone,764,2014,1979,Home Depot,founder,retail,new,78,male,United States,USA,0.0,North America,self-made finance,2.3,Financial,True,Diversified financial,not inherited,True,True
984,Kuok Khoon Hong,764,2014,1991,Wilmar International,founder,raw materials,new,64,male,Singapore,SGP,0.0,East Asia,privatized and resources,2.3,Resource Related,True,Mining and metals,not inherited,True,True
985,Penny Pritzker,764,2014,1957,Hyatt,relation,real estate,aquired,54,female,United States,USA,0.0,North America,inherited,2.3,Financial,True,Real Estate,father,True,True
986,Richard Marriott,764,2014,1927,Marriot,relation,real estate,new,75,male,United States,USA,0.0,North America,inherited,2.3,Financial,True,Real Estate,father,True,True
987,Robert Miller CA,764,2014,1968,Future Electronics,founder,software,new,68,male,Canada,CAN,0.0,North America,founder non-finance,2.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
988,Stanley Hubbard,764,2014,1925,Hubbard Broadcasting Inc,owner,communication,new,80,male,United States,USA,0.0,North America,executive,2.3,Non-Traded Sectors,True,Media,not inherited,True,True
989,Wang Changtian,764,2014,2000,Beijing Enlight,chairman,entertainment,new,48,male,China,CHN,0.0,East Asia,founder non-finance,2.3,Non-Traded Sectors,True,Media,not inherited,True,True
990,Xu Jingren,764,2014,1971,Yangtze River Pharmaceutical Group,founder,medicals,new,69,male,China,CHN,0.0,East Asia,founder non-finance,2.3,New Sectors,True,Technology-Medical,not inherited,True,True
991,Xue Xiangdong,764,2014,2001,DHC Software,founder,software,new,55,male,China,CHN,0.0,East Asia,founder non-finance,2.3,New Sectors,True,Technology-Computer,not inherited,True,True
992,Andreas Halvorsen,796,2014,1999,Viking Global Equities,founder and ceo,finance,new,52,male,Norway,NOR,0.0,Europe,self-made finance,2.2,Financial,True,Hedge funds,not inherited,True,True
993,"Bill Marriott, Jr.",796,2014,1927,Marriot,relation,real estate,new,81,male,United States,USA,0.0,North America,inherited,2.2,Financial,True,Real Estate,father,True,True
994,Bulat Utemuratov,796,2014,1995,ATF Bank,founder,finance,new,56,male,Kazakhstan,KAZ,0.0,South Asia,privatized and resources,2.2,Resource Related,True,Mining and metals,not inherited,True,True
995,Daniel Loeb,796,2014,1995,Third Point LLC,founder,finance,new,52,male,United States,USA,0.0,North America,self-made finance,2.2,Financial,True,Hedge funds,not inherited,True,True
996,Jack Dorsey,796,2014,2006,Twitter,founder,communication,new,37,male,United States,USA,0.0,North America,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
997,Jean Coutu,796,2014,1969,Jean Coutu Group,founder,retail,new,86,male,Canada,CAN,0.0,North America,founder non-finance,2.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
998,Jiang Rensheng,796,2014,2001,Chongqing Zhifei Biological Products,"founder, chairman",medicals,new,60,male,China,CHN,0.0,East Asia,founder non-finance,2.2,New Sectors,True,Technology-Medical,not inherited,True,True
999,Joe Mansueto,796,2014,1984,"Morningstar, Inc",founder,communication,new,57,male,United States,USA,0.0,North America,self-made finance,2.2,Financial,True,Money Management,not inherited,True,True
1000,John de Mol,796,2014,1994,Endemol,founder,communication,new,58,male,Netherlands,NLD,0.0,Europe,founder non-finance,2.2,Non-Traded Sectors,True,Media,not inherited,True,True
1001,Kalanithi Maran,796,2014,1993,Sun Group,"founder, chairman",communication,new,48,male,India,IND,0.0,South Asia,founder non-finance,2.2,Non-Traded Sectors,True,Media,not inherited,True,True
1002,Manuel Lao Hernandez,796,2014,1978,Cirsa,founder,entertainment,new,69,male,Spain,ESP,0.0,Europe,founder non-finance,2.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1003,Mark Coombs,796,2014,1998,Ashmore Group,founder,finance,new,53,male,United Kingdom,GBR,0.0,Europe,self-made finance,2.2,Financial,True,Money Management,not inherited,True,True
1004,Martin Haefner,796,2014,1976,CA Technologies,relation,software,new,60,male,Switzerland,CHE,0.0,Europe,inherited,2.2,New Sectors,True,Technology-Computer,father,True,True
1005,Moise Safra,796,2014,1955,Banco Safra (now Saftra Group),founder,finance,new,79,male,Brazil,BRA,0.0,Latin America,self-made finance,2.2,Financial,True,Money Management,not inherited,True,True
1006,Naruatsu Baba,796,2014,2008,Colopl,founder,software,new,36,male,Japan,JPN,0.0,East Asia,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
1007,Peter Thiel,796,2014,1998,PayPal,founder,software,new,46,male,United States,USA,0.0,North America,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
1008,Richard Peery,796,2014,1960,,founder,real estate,new,75,male,United States,USA,0.0,North America,self-made finance,2.2,Financial,True,Real Estate,not inherited,True,True
1009,Romesh T. Wadhwani,796,2014,2002,Symphony Technology Group,founder,finance,new,66,male,United States,USA,0.0,North America,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
1010,Ted Turner,796,2014,1970,CNN,founder,communication,aquired,75,male,United States,USA,0.0,North America,founder non-finance,2.2,Non-Traded Sectors,True,Media,not inherited,True,True
1011,Tor Peterson,796,2014,1974,Glencore Xstrata,employee,raw materials,new,49,male,United States,USA,0.0,North America,privatized and resources,2.2,Resource Related,True,Mining and metals,not inherited,True,True
1012,B. Wayne Hughes,828,2014,1972,Public Storage,founder,service,new,80,male,United States,USA,0.0,North America,founder non-finance,2.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1013,David Hains,828,2014,1980,Portland House Group,founder,finance,new,83,male,Australia,AUS,0.0,North America,self-made finance,2.1,Financial,True,Money Management,not inherited,True,True
1014,Edward Bass,828,2014,1919,Sid Richardson Gasoline Co,relation,raw materials,new,69,male,United States,USA,0.0,North America,inherited,2.1,Resource Related,True,Energy,father,True,True
1015,Igor Makarov,828,2014,1992,Itera,founder,raw materials,new,51,male,Russia,RUS,0.0,Europe,privatized and resources,2.1,Resource Related,True,Energy,not inherited,True,True
1016,Ihor Kolomoyskyy,828,2014,1992,Privatbank,owner,finance,new,51,male,Ukraine,UKR,0.0,Europe,self-made finance,2.1,Financial,True,Money Management,not inherited,True,True
1017,James Coulter,828,2014,1992,TPG Capital,founder,finance,new,54,male,United States,USA,0.0,North America,self-made finance,2.1,Financial,True,Private equity/leveraged buyout,not inherited,True,True
1018,Jerry Yang,828,2014,1994,Yahoo!,founder,software,new,45,male,United States,USA,0.0,North America,founder non-finance,2.1,New Sectors,True,Technology-Computer,not inherited,True,True
1019,Lee Bass,828,2014,1919,Sid Richardson Gasoline Co,relation,raw materials,new,57,male,United States,USA,0.0,North America,inherited,2.1,Resource Related,True,Energy,father,True,True
1020,Liu Zhongtian,828,2014,1993,Zhongwang Holdings,founder and chairman,raw materials,new,50,male,China,CHN,0.0,East Asia,founder non-finance,2.1,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1021,Malvinder and Shivinder Singh,828,2014,1961,Ranbaxy Laboratories,relation,medicals,new,0,male,India,IND,0.0,South Asia,inherited,2.1,New Sectors,True,Technology-Medical,3rd generation,True,True
1022,Michael Jaharis,828,2014,1988,Kos Pharmaceuticals,founder,medicals,new,85,male,United States,USA,0.0,North America,founder non-finance,2.1,New Sectors,True,Technology-Medical,not inherited,True,True
1023,N. Murray Edwards,828,2014,1989,Canadian Natural Resources,chairman,raw materials,new,54,male,Canada,CAN,0.0,North America,privatized and resources,2.1,Resource Related,True,Energy,not inherited,True,True
1024,Raj Kumar & Kishin RK,828,2014,1947,Royal Holdings/RB Capital,relation,real estate,new,59,male,Singapore,SGP,0.0,East Asia,inherited,2.1,Financial,True,Real Estate,father,True,True
1025,Reinfried Pohl,828,2014,1975,Deutsche Verm?gensberatung?,founder,finance,new,85,male,Germany,DEU,0.0,Europe,self-made finance,2.1,Financial,True,Money Management,not inherited,True,True
1026,Richard Schulze,828,2014,1966,Best Buy,founder,retail,new,73,male,United States,USA,0.0,North America,founder non-finance,2.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1027,Sandro Veronesi,828,2014,1987,Calzedonia Group,founder,retail,new,54,male,Italy,ITA,0.0,Europe,founder non-finance,2.1,Traded Sectors,True,Consumer,not inherited,True,True
1028,"Stephen Mandel, Jr.",828,2014,1997,Lone Pine Capital,founder,finance,new,57,male,United States,USA,0.0,North America,self-made finance,2.1,Financial,True,Hedge funds,not inherited,True,True
1029,T.Y. Tsai,828,2014,1954,Cathay Financial,relation,finance,new,0,male,Taiwan,Taiwan,0.0,East Asia,inherited,2.1,Financial,True,Money Management,not inherited,True,True
1030,Taizo Son,828,2014,2002,GungHo Online Entertainment,founder,communication,new,0,male,Japan,JPN,0.0,East Asia,founder non-finance,2.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1031,Zhang Li,828,2014,1994,Guangzho R&F,chairman,real estate,new,61,male,China,CHN,0.0,East Asia,self-made finance,2.1,Financial,True,Real Estate,not inherited,True,True
1032,Zhou Hongyi,828,2014,2005,Qihoo,founder,communication,new,43,male,China,CHN,0.0,East Asia,founder non-finance,2.1,New Sectors,True,Technology-Computer,not inherited,True,True
